Gene ,Gene Name,miRNA ,Target Score,Human
Ncald,neurocalcin delta,miR-19a-3p,75,✓
Slc12a7,"solute carrier family 12, member 7",miR-19a-3p,75,✓
Spock1,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 1",miR-19a-3p,75,✓
Cbfb,core binding factor beta,miR-19a-3p,75,✓
Arid4b,AT rich interactive domain 4B (RBP1-like),miR-19a-3p,75,✓
Crebl2,cAMP responsive element binding protein-like 2,miR-19a-3p,75,✓
Tbc1d19,"TBC1 domain family, member 19",miR-19a-3p,75,✓
Fbxo30,F-box protein 30,miR-19a-3p,75,✓
Cd247,CD247 antigen,miR-19a-3p,75,✓
Slco1b2,"solute carrier organic anion transporter family, member 1b2",miR-19a-3p,75,
Map3k2,mitogen-activated protein kinase kinase kinase 2,miR-101b-3p,75,✓
Mapre1,"microtubule-associated protein, RP/EB family, member 1",miR-101b-3p,75,✓
Pthlh,parathyroid hormone-like peptide,miR-101b-3p,75,✓
Ttll7,"tubulin tyrosine ligase-like family, member 7",miR-101b-3p,75,✓
Trp53inp1,transformation related protein 53 inducible nuclear protein 1,miR-101b-3p,75,
Fzd8,frizzled class receptor 8,miR-101b-3p,75,✓
Pfkl,"phosphofructokinase, liver, B-type",miR-101b-3p,75,✓
Cxxc5,CXXC finger 5,miR-101b-3p,75,✓
Zfp704,zinc finger protein 704,miR-101b-3p,75,
Mpdz,multiple PDZ domain protein,miR-101b-3p,75,✓
Ywhae,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide",miR-101b-3p,75,✓
Slain2,"SLAIN motif family, member 2",miR-101b-3p,75,✓
Slc25a36,"solute carrier family 25, member 36",miR-101b-3p,75,✓
Arhgap26,Rho GTPase activating protein 26,miR-101b-3p,75,✓
Atrx,"ATRX, chromatin remodeler",miR-101b-3p,75,✓
Msx1,msh homeobox 1,miR-101b-3p,75,✓
Ireb2,iron responsive element binding protein 2,miR-101b-3p,75,✓
Map9,microtubule-associated protein 9,miR-143-3p,75,✓
Tpgs2,tubulin polyglutamylase complex subunit 2,miR-143-3p,75,✓
Scn2b,"sodium channel, voltage-gated, type II, beta",miR-143-3p,75,✓
Gfpt1,glutamine fructose-6-phosphate transaminase 1,miR-143-3p,75,✓
Thtpa,thiamine triphosphatase,miR-143-3p,75,✓
Usp45,ubiquitin specific petidase 45,miR-143-3p,75,✓
Haus2,"HAUS augmin-like complex, subunit 2",miR-143-3p,75,✓
Sra1,steroid receptor RNA activator 1,miR-143-3p,75,✓
Zfp704,zinc finger protein 704,miR-143-3p,75,
Mab21l1,mab-21-like 1 (C. elegans),miR-143-3p,75,✓
Tmem33,transmembrane protein 33,miR-143-3p,75,✓
Cryz,"crystallin, zeta",miR-143-3p,75,✓
Rbm41,RNA binding motif protein 41,miR-136-5p,75,✓
Kpna1,karyopherin (importin) alpha 1,miR-136-5p,75,✓
Dennd2d,DENN/MADD domain containing 2D,miR-136-5p,75,✓
Nnt,nicotinamide nucleotide transhydrogenase,miR-136-5p,75,✓
Rasl10b,"RAS-like, family 10, member B",miR-136-5p,75,✓
Glipr2,GLI pathogenesis-related 2,miR-136-5p,75,✓
2610002M06Rik,RIKEN cDNA 2610002M06 gene,miR-136-5p,75,
Scn2b,"sodium channel, voltage-gated, type II, beta",miR-133b-3p,74,✓
Tfe3,transcription factor E3,miR-133b-3p,74,✓
Gxylt1,glucoside xylosyltransferase 1,miR-133b-3p,74,✓
Gria2,"glutamate receptor, ionotropic, AMPA2 (alpha 2)",miR-133b-3p,74,✓
Sgsm1,small G protein signaling modulator 1,miR-133b-3p,74,✓
Mrpl20,mitochondrial ribosomal protein L20,miR-133b-3p,74,✓
Rtl4,retrotransposon Gag like 4,miR-133b-3p,74,✓
Myo9b,myosin IXb,miR-133b-3p,74,✓
Rtn4rl1,reticulon 4 receptor-like 1,miR-133b-3p,74,✓
Foxl1,forkhead box L1,miR-133b-3p,74,✓
Atxn1l,ataxin 1-like,miR-133b-3p,74,✓
Maea,macrophage erythroblast attacher,miR-133b-3p,74,✓
Fkbp1b,FK506 binding protein 1b,miR-19b-3p,74,✓
D1Ertd622e,"DNA segment, Chr 1, ERATO Doi 622, expressed",miR-19b-3p,74,
Hs3st5,heparan sulfate (glucosamine) 3-O-sulfotransferase 5,miR-19b-3p,74,✓
Satb1,special AT-rich sequence binding protein 1,miR-19b-3p,74,✓
Dnajb1,DnaJ heat shock protein family (Hsp40) member B1,miR-19b-3p,74,✓
Klf16,Kruppel-like factor 16,miR-19b-3p,74,✓
Myo9a,myosin IXa,miR-19b-3p,74,✓
2810006K23Rik,RIKEN cDNA 2810006K23 gene,miR-19b-3p,74,
Dlg5,discs large MAGUK scaffold protein 5,miR-19b-3p,74,✓
Poglut1,protein O-glucosyltransferase 1,miR-19b-3p,74,✓
Slc17a6,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6",miR-19b-3p,74,✓
Homer1,homer scaffolding protein 1,miR-19b-3p,74,✓
Dync2h1,dynein cytoplasmic 2 heavy chain 1,miR-19b-3p,74,✓
Adnp,activity-dependent neuroprotective protein,miR-19b-3p,74,✓
Gda,guanine deaminase,miR-19b-3p,74,✓
Rnf2,ring finger protein 2,miR-19b-3p,74,✓
Dcbld2,"discoidin, CUB and LCCL domain containing 2",miR-19b-3p,74,✓
Hoxa9,homeobox A9,miR-19b-3p,74,✓
Mprip,myosin phosphatase Rho interacting protein,miR-19b-3p,74,✓
Fkbp1b,FK506 binding protein 1b,miR-19a-3p,74,✓
D1Ertd622e,"DNA segment, Chr 1, ERATO Doi 622, expressed",miR-19a-3p,74,
Hs3st5,heparan sulfate (glucosamine) 3-O-sulfotransferase 5,miR-19a-3p,74,✓
Satb1,special AT-rich sequence binding protein 1,miR-19a-3p,74,✓
Dnajb1,DnaJ heat shock protein family (Hsp40) member B1,miR-19a-3p,74,✓
Klf16,Kruppel-like factor 16,miR-19a-3p,74,✓
Myo9a,myosin IXa,miR-19a-3p,74,✓
Dlg5,discs large MAGUK scaffold protein 5,miR-19a-3p,74,✓
Poglut1,protein O-glucosyltransferase 1,miR-19a-3p,74,✓
Slc17a6,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6",miR-19a-3p,74,✓
Homer1,homer scaffolding protein 1,miR-19a-3p,74,✓
Dync2h1,dynein cytoplasmic 2 heavy chain 1,miR-19a-3p,74,✓
Adnp,activity-dependent neuroprotective protein,miR-19a-3p,74,✓
Gda,guanine deaminase,miR-19a-3p,74,✓
Rnf2,ring finger protein 2,miR-19a-3p,74,✓
Dcbld2,"discoidin, CUB and LCCL domain containing 2",miR-19a-3p,74,✓
Hoxa9,homeobox A9,miR-19a-3p,74,✓
Mprip,myosin phosphatase Rho interacting protein,miR-19a-3p,74,✓
Nr2f2,"nuclear receptor subfamily 2, group F, member 2",miR-101b-3p,74,✓
Ms4a4c,"membrane-spanning 4-domains, subfamily A, member 4C",miR-101b-3p,74,
Pp2d1,protein phosphatase 2C-like domain containing 1,miR-101b-3p,74,✓
Bcl11a,B cell CLL/lymphoma 11A (zinc finger protein),miR-101b-3p,74,✓
Mindy3,MINDY lysine 48 deubiquitinase 3,miR-101b-3p,74,✓
Cdc42ep3,CDC42 effector protein (Rho GTPase binding) 3,miR-101b-3p,74,✓
Slc23a2,"solute carrier family 23 (nucleobase transporters), member 2",miR-101b-3p,74,✓
Fbxo32,F-box protein 32,miR-101b-3p,74,✓
Prrc1,proline-rich coiled-coil 1,miR-101b-3p,74,✓
Fam84b,"family with sequence similarity 84, member B",miR-101b-3p,74,✓
Grm5,"glutamate receptor, metabotropic 5",miR-101b-3p,74,✓
Lysmd4,"LysM, putative peptidoglycan-binding, domain containing 4",miR-101b-3p,74,✓
Rab28,"RAB28, member RAS oncogene family",miR-101b-3p,74,✓
Nr5a2,"nuclear receptor subfamily 5, group A, member 2",miR-101b-3p,74,✓
2310057M21Rik,RIKEN cDNA 2310057M21 gene,miR-101b-3p,74,
Wsb1,WD repeat and SOCS box-containing 1,miR-101b-3p,74,✓
Nup37,nucleoporin 37,miR-101b-3p,74,✓
Kbtbd2,kelch repeat and BTB (POZ) domain containing 2,miR-101b-3p,74,✓
Hoxa1,homeobox A1,miR-101b-3p,74,✓
Prss34,"protease, serine 34",miR-143-3p,74,
Mcf2,mcf.2 transforming sequence,miR-143-3p,74,✓
Chrna1,"cholinergic receptor, nicotinic, alpha polypeptide 1 (muscle)",miR-143-3p,74,✓
Plagl2,pleiomorphic adenoma gene-like 2,miR-143-3p,74,✓
Ints8,integrator complex subunit 8,miR-143-3p,74,✓
Neurod1,neurogenic differentiation 1,miR-143-3p,74,✓
Tardbp,TAR DNA binding protein,miR-143-3p,74,✓
Nxnl1,nucleoredoxin-like 1,miR-136-5p,74,✓
Zfp422,zinc finger protein 422,miR-136-5p,74,
Cdadc1,cytidine and dCMP deaminase domain containing 1,miR-136-5p,74,✓
Ino80,INO80 complex subunit,miR-136-5p,74,✓
Asph,aspartate-beta-hydroxylase,miR-136-5p,74,✓
Nisch,nischarin,miR-136-5p,74,✓
Tob2,"transducer of ERBB2, 2",miR-133b-3p,73,✓
Eogt,EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase,miR-133b-3p,73,✓
Gm10377,predicted gene 10377,miR-133b-3p,73,
Appl2,"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2",miR-133b-3p,73,✓
Sft2d3,SFT2 domain containing 3,miR-133b-3p,73,✓
Zbtb7b,zinc finger and BTB domain containing 7B,miR-133b-3p,73,✓
Rida,reactive intermediate imine deaminase A homolog,miR-133b-3p,73,✓
Scai,suppressor of cancer cell invasion,miR-133b-3p,73,✓
Kctd2,potassium channel tetramerisation domain containing 2,miR-133b-3p,73,✓
Pkp1,plakophilin 1,miR-133b-3p,73,✓
Kif21a,kinesin family member 21A,miR-133b-3p,73,✓
BC061237,cDNA sequence BC061237,miR-133b-3p,73,
Ppp6r3,"protein phosphatase 6, regulatory subunit 3",miR-133b-3p,73,✓
1700001F09Rik,RIKEN cDNA 1700001F09 gene,miR-133b-3p,73,
Psd,pleckstrin and Sec7 domain containing,miR-19b-3p,73,✓
Rcor3,REST corepressor 3,miR-19b-3p,73,✓
Tmbim6,transmembrane BAX inhibitor motif containing 6,miR-19b-3p,73,✓
Zdbf2,"zinc finger, DBF-type containing 2",miR-19b-3p,73,✓
Reps2,RALBP1 associated Eps domain containing protein 2,miR-19b-3p,73,✓
Mapk8,mitogen-activated protein kinase 8,miR-19b-3p,73,✓
Rab5b,"RAB5B, member RAS oncogene family",miR-19b-3p,73,✓
Rab14,"RAB14, member RAS oncogene family",miR-19b-3p,73,✓
Grb10,growth factor receptor bound protein 10,miR-19b-3p,73,✓
Snapin,SNAP-associated protein,miR-19b-3p,73,✓
Lefty2,left-right determination factor 2,miR-19b-3p,73,✓
Acer2,alkaline ceramidase 2,miR-19b-3p,73,✓
Nckap5,NCK-associated protein 5,miR-19b-3p,73,✓
Rnf165,ring finger protein 165,miR-19b-3p,73,✓
Snip1,Smad nuclear interacting protein 1,miR-19b-3p,73,✓
Ifit3b,interferon-induced protein with tetratricopeptide repeats 3B,miR-19b-3p,73,
Cdnf,cerebral dopamine neurotrophic factor,miR-19b-3p,73,✓
Psd,pleckstrin and Sec7 domain containing,miR-19a-3p,73,✓
Rcor3,REST corepressor 3,miR-19a-3p,73,✓
Tmbim6,transmembrane BAX inhibitor motif containing 6,miR-19a-3p,73,✓
Zdbf2,"zinc finger, DBF-type containing 2",miR-19a-3p,73,✓
Reps2,RALBP1 associated Eps domain containing protein 2,miR-19a-3p,73,✓
Mapk8,mitogen-activated protein kinase 8,miR-19a-3p,73,✓
Rab5b,"RAB5B, member RAS oncogene family",miR-19a-3p,73,✓
Rab14,"RAB14, member RAS oncogene family",miR-19a-3p,73,✓
Grb10,growth factor receptor bound protein 10,miR-19a-3p,73,✓
Snapin,SNAP-associated protein,miR-19a-3p,73,✓
Lefty2,left-right determination factor 2,miR-19a-3p,73,✓
Acer2,alkaline ceramidase 2,miR-19a-3p,73,✓
Nckap5,NCK-associated protein 5,miR-19a-3p,73,✓
Rnf165,ring finger protein 165,miR-19a-3p,73,✓
Snip1,Smad nuclear interacting protein 1,miR-19a-3p,73,✓
Ifit3b,interferon-induced protein with tetratricopeptide repeats 3B,miR-19a-3p,73,
Cdnf,cerebral dopamine neurotrophic factor,miR-19a-3p,73,✓
Lrrc7,leucine rich repeat containing 7,miR-101b-3p,73,✓
Tada2b,transcriptional adaptor 2B,miR-101b-3p,73,✓
Uba2,ubiquitin-like modifier activating enzyme 2,miR-101b-3p,73,✓
Ubxn7,UBX domain protein 7,miR-101b-3p,73,✓
Mob3b,MOB kinase activator 3B,miR-101b-3p,73,✓
Morn4,MORN repeat containing 4,miR-101b-3p,73,✓
Rnf139,ring finger protein 139,miR-101b-3p,73,✓
Kdm7a,lysine (K)-specific demethylase 7A,miR-101b-3p,73,✓
Eif5a2,eukaryotic translation initiation factor 5A2,miR-101b-3p,73,✓
BC048403,cDNA sequence BC048403,miR-101b-3p,73,
Tek,TEK receptor tyrosine kinase,miR-101b-3p,73,✓
Adam9,a disintegrin and metallopeptidase domain 9 (meltrin gamma),miR-101b-3p,73,✓
Tgif1,TGFB-induced factor homeobox 1,miR-101b-3p,73,✓
Zfp827,zinc finger protein 827,miR-101b-3p,73,
Usp38,ubiquitin specific peptidase 38,miR-101b-3p,73,✓
Add3,adducin 3 (gamma),miR-101b-3p,73,✓
Adamtsl3,ADAMTS-like 3,miR-101b-3p,73,✓
Cox7b2,cytochrome c oxidase subunit 7B2,miR-101b-3p,73,✓
Gnao1,"guanine nucleotide binding protein, alpha O",miR-101b-3p,73,✓
Jam3,junction adhesion molecule 3,miR-101b-3p,73,✓
Hsp90b1,"heat shock protein 90, beta (Grp94), member 1",miR-101b-3p,73,✓
Aak1,AP2 associated kinase 1,miR-101b-3p,73,✓
Srp14,signal recognition particle 14,miR-101b-3p,73,✓
Igf2r,insulin-like growth factor 2 receptor,miR-101b-3p,73,✓
Mdn1,midasin AAA ATPase 1,miR-101b-3p,73,✓
Kif5b,kinesin family member 5B,miR-101b-3p,73,✓
Aqr,aquarius,miR-101b-3p,73,✓
Stk32b,serine/threonine kinase 32B,miR-143-3p,73,✓
Tmem170b,transmembrane protein 170B,miR-143-3p,73,✓
Actr10,ARP10 actin-related protein 10,miR-143-3p,73,✓
Cops7a,COP9 signalosome subunit 7A,miR-143-3p,73,✓
Siah2,siah E3 ubiquitin protein ligase 2,miR-143-3p,73,✓
Ralbp1,ralA binding protein 1,miR-143-3p,73,✓
Col6a5,"collagen, type VI, alpha 5",miR-143-3p,73,✓
Map1b,microtubule-associated protein 1B,miR-143-3p,73,✓
Osbpl6,oxysterol binding protein-like 6,miR-143-3p,73,✓
Pold3,"polymerase (DNA-directed), delta 3, accessory subunit",miR-143-3p,73,✓
Ddr2,"discoidin domain receptor family, member 2",miR-143-3p,73,✓
Trhr,thyrotropin releasing hormone receptor,miR-143-3p,73,✓
Ano5,anoctamin 5,miR-143-3p,73,✓
Egln1,egl-9 family hypoxia-inducible factor 1,miR-143-3p,73,✓
Abcb1a,"ATP-binding cassette, sub-family B (MDR/TAP), member 1A",miR-136-5p,73,
Slc2a3,"solute carrier family 2 (facilitated glucose transporter), member 3",miR-136-5p,73,✓
Wfdc2,WAP four-disulfide core domain 2,miR-136-5p,73,✓
Fzd4,frizzled class receptor 4,miR-136-5p,73,✓
Dcaf7,DDB1 and CUL4 associated factor 7,miR-136-5p,73,✓
EU599041,expressed sequence EU599041,miR-136-5p,73,
Wtap,Wilms tumour 1-associating protein,miR-136-5p,73,✓
Hnrnph1,heterogeneous nuclear ribonucleoprotein H1,miR-136-5p,73,✓
Slc38a1,"solute carrier family 38, member 1",miR-136-5p,73,✓
Ip6k1,inositol hexaphosphate kinase 1,miR-133b-3p,72,✓
Slc7a8,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 8",miR-133b-3p,72,✓
Tmem170b,transmembrane protein 170B,miR-133b-3p,72,✓
Gja8,"gap junction protein, alpha 8",miR-133b-3p,72,✓
Alg6,"asparagine-linked glycosylation 6 (alpha-1,3,-glucosyltransferase)",miR-133b-3p,72,✓
Gpr173,G-protein coupled receptor 173,miR-133b-3p,72,✓
Zdhhc20,"zinc finger, DHHC domain containing 20",miR-133b-3p,72,✓
Prdm16,PR domain containing 16,miR-133b-3p,72,✓
Mc2r,melanocortin 2 receptor,miR-133b-3p,72,✓
Zhx3,zinc fingers and homeoboxes 3,miR-133b-3p,72,✓
Gm10375,predicted gene 10375,miR-133b-3p,72,
Exd2,exonuclease 3'-5' domain containing 2,miR-133b-3p,72,✓
Nags,N-acetylglutamate synthase,miR-133b-3p,72,✓
Shtn1,shootin 1,miR-19b-3p,72,✓
Cdc42bpb,CDC42 binding protein kinase beta,miR-19b-3p,72,✓
Gm14440,predicted gene 14440,miR-19b-3p,72,
Kcnk10,"potassium channel, subfamily K, member 10",miR-19b-3p,72,✓
Zfp800,zinc finger protein 800,miR-19b-3p,72,
Tcf23,transcription factor 23,miR-19b-3p,72,✓
Wasf3,"WAS protein family, member 3",miR-19b-3p,72,✓
Atp8b4,"ATPase, class I, type 8B, member 4",miR-19b-3p,72,✓
Smoc2,SPARC related modular calcium binding 2,miR-19b-3p,72,✓
Kcne4,"potassium voltage-gated channel, Isk-related subfamily, gene 4",miR-19b-3p,72,✓
Rimklb,ribosomal modification protein rimK-like family member B,miR-19b-3p,72,✓
Dgcr8,"DGCR8, microprocessor complex subunit",miR-19b-3p,72,✓
Fbxw2,F-box and WD-40 domain protein 2,miR-19b-3p,72,✓
A630095E13Rik,RIKEN cDNA A630095E13 gene,miR-19b-3p,72,
Thsd4,"thrombospondin, type I, domain containing 4",miR-19b-3p,72,✓
Wipf2,"WAS/WASL interacting protein family, member 2",miR-19b-3p,72,✓
Dlc1,deleted in liver cancer 1,miR-19b-3p,72,✓
Shtn1,shootin 1,miR-19a-3p,72,✓
Cdc42bpb,CDC42 binding protein kinase beta,miR-19a-3p,72,✓
Gm14440,predicted gene 14440,miR-19a-3p,72,
Kcnk10,"potassium channel, subfamily K, member 10",miR-19a-3p,72,✓
Zfp800,zinc finger protein 800,miR-19a-3p,72,
Tcf23,transcription factor 23,miR-19a-3p,72,✓
Wasf3,"WAS protein family, member 3",miR-19a-3p,72,✓
Atp8b4,"ATPase, class I, type 8B, member 4",miR-19a-3p,72,✓
Smoc2,SPARC related modular calcium binding 2,miR-19a-3p,72,✓
Kcne4,"potassium voltage-gated channel, Isk-related subfamily, gene 4",miR-19a-3p,72,✓
Rimklb,ribosomal modification protein rimK-like family member B,miR-19a-3p,72,✓
Dgcr8,"DGCR8, microprocessor complex subunit",miR-19a-3p,72,✓
4930519F16Rik,RIKEN cDNA 4930519F16 gene,miR-19a-3p,72,
Fbxw2,F-box and WD-40 domain protein 2,miR-19a-3p,72,✓
A630095E13Rik,RIKEN cDNA A630095E13 gene,miR-19a-3p,72,
Thsd4,"thrombospondin, type I, domain containing 4",miR-19a-3p,72,✓
Wipf2,"WAS/WASL interacting protein family, member 2",miR-19a-3p,72,✓
Dlc1,deleted in liver cancer 1,miR-19a-3p,72,✓
Usp15,ubiquitin specific peptidase 15,miR-101b-3p,72,✓
Pkn2,protein kinase N2,miR-101b-3p,72,✓
Traf3ip1,TRAF3 interacting protein 1,miR-101b-3p,72,✓
Proser2,proline and serine rich 2,miR-101b-3p,72,✓
Ikzf1,IKAROS family zinc finger 1,miR-101b-3p,72,✓
Kcna1,"potassium voltage-gated channel, shaker-related subfamily, member 1",miR-101b-3p,72,✓
Sacm1l,SAC1 suppressor of actin mutations 1-like (yeast),miR-101b-3p,72,✓
Seh1l,SEH1-like (S. cerevisiae,miR-101b-3p,72,✓
Hspa9,heat shock protein 9,miR-101b-3p,72,✓
Peg10,paternally expressed 10,miR-101b-3p,72,✓
Fam149a,"family with sequence similarity 149, member A",miR-101b-3p,72,✓
Tsr2,TSR2 20S rRNA accumulation,miR-101b-3p,72,✓
Cpne8,copine VIII,miR-101b-3p,72,✓
Serpinb2,"serine (or cysteine) peptidase inhibitor, clade B, member 2",miR-101b-3p,72,✓
Kpna6,karyopherin (importin) alpha 6,miR-101b-3p,72,✓
Shcbp1,Shc SH2-domain binding protein 1,miR-101b-3p,72,✓
Fnta,"farnesyltransferase, CAAX box, alpha",miR-101b-3p,72,✓
Rbm33,RNA binding motif protein 33,miR-101b-3p,72,✓
Tmprss11e,"transmembrane protease, serine 11e",miR-101b-3p,72,✓
Cdh12,cadherin 12,miR-101b-3p,72,✓
Emc7,ER membrane protein complex subunit 7,miR-101b-3p,72,✓
Sh3bp4,SH3-domain binding protein 4,miR-101b-3p,72,✓
Magea2,"melanoma antigen, family A, 2",miR-143-3p,72,✓
Hk2,hexokinase 2,miR-143-3p,72,✓
Cd300a,CD300A molecule,miR-143-3p,72,✓
Cd274,CD274 antigen,miR-143-3p,72,✓
Lmo4,LIM domain only 4,miR-143-3p,72,✓
Rbm27,RNA binding motif protein 27,miR-143-3p,72,✓
Ifngr1,interferon gamma receptor 1,miR-143-3p,72,✓
Phf11d,PHD finger protein 11D,miR-143-3p,72,
Ubr4,ubiquitin protein ligase E3 component n-recognin 4,miR-143-3p,72,✓
Zfp275,zinc finger protein 275,miR-143-3p,72,
Bcr,breakpoint cluster region,miR-143-3p,72,✓
Evx2,even-skipped homeobox 2,miR-143-3p,72,✓
Amer1,APC membrane recruitment 1,miR-136-5p,72,✓
Kcnk10,"potassium channel, subfamily K, member 10",miR-136-5p,72,✓
Tspan10,tetraspanin 10,miR-136-5p,72,✓
Pign,"phosphatidylinositol glycan anchor biosynthesis, class N",miR-136-5p,72,✓
Mapk1,mitogen-activated protein kinase 1,miR-136-5p,72,✓
Mfsd4b1,major facilitator superfamily domain containing 4B1,miR-136-5p,72,
Prkca,"protein kinase C, alpha",miR-136-5p,72,✓
Pnp,purine-nucleoside phosphorylase,miR-136-5p,72,✓
Cdk13,cyclin-dependent kinase 13,miR-133b-3p,71,✓
Pphln1,periphilin 1,miR-133b-3p,71,✓
Zfp874a,zinc finger protein 874a,miR-133b-3p,71,
Zfp710,zinc finger protein 710,miR-133b-3p,71,
Dnajc14,DnaJ heat shock protein family (Hsp40) member C14,miR-133b-3p,71,✓
Tmem56,transmembrane protein 56,miR-133b-3p,71,✓
Lpgat1,lysophosphatidylglycerol acyltransferase 1,miR-133b-3p,71,✓
Sh3bgrl2,SH3 domain binding glutamic acid-rich protein like 2,miR-133b-3p,71,✓
Syt2,synaptotagmin II,miR-133b-3p,71,✓
Zbtb14,zinc finger and BTB domain containing 14,miR-133b-3p,71,✓
Meis2,Meis homeobox 2,miR-133b-3p,71,✓
Rorc,RAR-related orphan receptor gamma,miR-19b-3p,71,✓
Tent5a,terminal nucleotidyltransferase 5A,miR-19b-3p,71,✓
Dlg1,discs large MAGUK scaffold protein 1,miR-19b-3p,71,✓
Hoxb1,homeobox B1,miR-19b-3p,71,✓
Tesk2,testis-specific kinase 2,miR-19b-3p,71,✓
Il6st,interleukin 6 signal transducer,miR-19b-3p,71,✓
Rictor,"RPTOR independent companion of MTOR, complex 2",miR-19b-3p,71,✓
Btg1,"B cell translocation gene 1, anti-proliferative",miR-19b-3p,71,✓
Entpd5,ectonucleoside triphosphate diphosphohydrolase 5,miR-19b-3p,71,✓
Ptp4a1,protein tyrosine phosphatase 4a1,miR-19b-3p,71,✓
Kcnf1,"potassium voltage-gated channel, subfamily F, member 1",miR-19b-3p,71,✓
Mex3d,mex3 RNA binding family member D,miR-19b-3p,71,✓
Stk38,serine/threonine kinase 38,miR-19b-3p,71,✓
Inhbb,inhibin beta-B,miR-19b-3p,71,✓
Rasgrf2,RAS protein-specific guanine nucleotide-releasing factor 2,miR-19b-3p,71,✓
Ccnd1,cyclin D1,miR-19b-3p,71,✓
Zfp644,zinc finger protein 644,miR-19b-3p,71,
Ucp3,"uncoupling protein 3 (mitochondrial, proton carrier)",miR-19b-3p,71,✓
Rapgef4,Rap guanine nucleotide exchange factor (GEF) 4,miR-19b-3p,71,✓
Bmp2k,BMP2 inducible kinase,miR-19b-3p,71,✓
Rorc,RAR-related orphan receptor gamma,miR-19a-3p,71,✓
Tent5a,terminal nucleotidyltransferase 5A,miR-19a-3p,71,✓
Dlg1,discs large MAGUK scaffold protein 1,miR-19a-3p,71,✓
Hoxb1,homeobox B1,miR-19a-3p,71,✓
Tesk2,testis-specific kinase 2,miR-19a-3p,71,✓
Il6st,interleukin 6 signal transducer,miR-19a-3p,71,✓
Rictor,"RPTOR independent companion of MTOR, complex 2",miR-19a-3p,71,✓
Btg1,"B cell translocation gene 1, anti-proliferative",miR-19a-3p,71,✓
Entpd5,ectonucleoside triphosphate diphosphohydrolase 5,miR-19a-3p,71,✓
Ptp4a1,protein tyrosine phosphatase 4a1,miR-19a-3p,71,✓
Kcnf1,"potassium voltage-gated channel, subfamily F, member 1",miR-19a-3p,71,✓
Mex3d,mex3 RNA binding family member D,miR-19a-3p,71,✓
Stk38,serine/threonine kinase 38,miR-19a-3p,71,✓
Inhbb,inhibin beta-B,miR-19a-3p,71,✓
Rasgrf2,RAS protein-specific guanine nucleotide-releasing factor 2,miR-19a-3p,71,✓
Ccnd1,cyclin D1,miR-19a-3p,71,✓
Zfp644,zinc finger protein 644,miR-19a-3p,71,
Ucp3,"uncoupling protein 3 (mitochondrial, proton carrier)",miR-19a-3p,71,✓
Rapgef4,Rap guanine nucleotide exchange factor (GEF) 4,miR-19a-3p,71,✓
Bmp2k,BMP2 inducible kinase,miR-19a-3p,71,✓
Uchl3,ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase),miR-101b-3p,71,✓
Cacna2d1,"calcium channel, voltage-dependent, alpha2/delta subunit 1",miR-101b-3p,71,✓
Hnrnpu,heterogeneous nuclear ribonucleoprotein U,miR-101b-3p,71,✓
Emp1,epithelial membrane protein 1,miR-101b-3p,71,✓
Cmtm6,CKLF-like MARVEL transmembrane domain containing 6,miR-101b-3p,71,✓
Oprk1,"opioid receptor, kappa 1",miR-101b-3p,71,✓
Oxr1,oxidation resistance 1,miR-101b-3p,71,✓
Tspan5,tetraspanin 5,miR-101b-3p,71,✓
Adamts19,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 19",miR-101b-3p,71,✓
Cnst,"consortin, connexin sorting protein",miR-101b-3p,71,✓
Serinc5,serine incorporator 5,miR-101b-3p,71,✓
Hipk1,homeodomain interacting protein kinase 1,miR-101b-3p,71,✓
Adam21,a disintegrin and metallopeptidase domain 21,miR-101b-3p,71,✓
Prlr,prolactin receptor,miR-101b-3p,71,✓
Aasdhppt,aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,miR-101b-3p,71,✓
Tescl,tescalcin-like,miR-143-3p,71,
Zfp488,zinc finger protein 488,miR-143-3p,71,
Skint10,selection and upkeep of intraepithelial T cells 10,miR-143-3p,71,
Ap1s3,"adaptor-related protein complex AP-1, sigma 3",miR-143-3p,71,✓
Naa30,"N(alpha)-acetyltransferase 30, NatC catalytic subunit",miR-143-3p,71,✓
Hlcs,holocarboxylase synthetase (biotin- [propriony-Coenzyme A-carboxylase (ATP-hydrolysing)] ligase),miR-143-3p,71,✓
Adamtsl5,ADAMTS-like 5,miR-143-3p,71,✓
Mybl2,myeloblastosis oncogene-like 2,miR-143-3p,71,✓
Ap5z1,"adaptor-related protein complex 5, zeta 1 subunit",miR-143-3p,71,✓
Ids,iduronate 2-sulfatase,miR-143-3p,71,✓
Mrpl57,mitochondrial ribosomal protein L57,miR-143-3p,71,✓
Ate1,arginyltransferase 1,miR-136-5p,71,✓
